"","Ticker","Companies","GisSector","GicsClassification","FichierSTCKP","CompanyGR2014","CompanyGR2015","CompanyGR2016","Year","Date","Shares","Shares.split.adjusted","Split.factor","Assets","Current.Assets","Liabilities","Current.Liabilities","Shareholders.equity","Non.controlling.interest","Preferred.equity","Goodwill...intangibles","Long.term.debt","Revenue","Earnings","Earnings.available.for.common.stockholders","EPS.basic","EPS.diluted","Dividend.per.share","Cash.from.operating.activities","Cash.from.investing.activities","Cash.from.financing.activities","Cash.change.during.period","Cash.at.end.of.period","Capital.expenditures","Price","Price.high","Price.low","ROE","ROA","Book.value.of.equity.per.share","P.B.ratio","P.E.ratio","Cumulative.dividends.per.share","Dividend.payout.ratio","Long.term.debt.to.equity.ratio","Equity.to.assets.ratio","Net.margin","Asset.turnover","Free.cash.flow.per.share","Current.ratio"
"5346","SHW",322,"Materials",8,"SHW_quarterly_financial_data.xls","sherwin-williams","the sherwin-williams company","sherwin-williams co","2012","2012-12-31",103402093,103402093,1,"6234737000","3149238000","4442933000","1876436000","1791804000",0,101086000,1503558000,1632165000,"2221870000","68052000","67592000","0.66","0.65",0.39,"318621000","-167416000","656204000","807409000","862590000",55511000,"149.08","159.8","138.36","0.4084","0.11","16.35","9.24","27.06",15.64,"0.257","0.9654","0.2712","0.0656","1.66","2.54","1.6783"
"5352","SHW",322,"Materials",8,"SHW_quarterly_financial_data.xls","sherwin-williams","the sherwin-williams company","sherwin-williams co","2015","2015-12-31",92270422,92270422,1,"5791855000","2658874000","4923945000","2141859000","867910000",0,0,1398704000,1920196000,"2604292000","198017000","197238000","2.15","2.12",0.67,"544959000","-126856000","-308963000","114715000","205744000",76209000,"254.74","277.56","231.92","None","0.1765","9.41","24.28","24.42",22.52,"0.2374","2.2124","0.1499","0.0925","1.9","5.08","1.2414"
"5357","SHW",322,"Materials",8,"SHW_quarterly_financial_data.xls","sherwin-williams","the sherwin-williams company","sherwin-williams co","2014","2014-12-31",94894689,94894689,1,"5706052000","2566780000","4709582000","2680666000","996470000",0,0,1447473000,1122715000,"2569879000","132743000","132088000","1.4","1.38",0.55,"200218000","-144507000","-280582000","-220614000","40732000",64163000,"234.13","266.25","202.01","0.6263","0.1411","10.5","16.63","27.35",19.84,"0.2481","1.1267","0.1746","0.0774","1.81","1.43","0.9575"
"5358","SHW",322,"Materials",8,"SHW_quarterly_financial_data.xls","sherwin-williams","the sherwin-williams company","sherwin-williams co","2013","2013-12-31",100296737,100296737,1,"6382507000","3158717000","4607972000","2528557000","1774535000",0,40406000,1491986000,1122373000,"2457526000","116123000","115505000","1.15","1.13",1,"305855000","-84460000","-505784000","-290824000","744889000",58433000,"182.97","195.32","170.63","0.4227","0.1163","17.29","10.22","27.03",17.64,"0.2708","0.6472","0.2717","0.0734","1.57","2.47","1.2492"
"5360","SHW",322,"Materials",8,"SHW_quarterly_financial_data.xls","sherwin-williams","the sherwin-williams company","sherwin-williams co","2017","2017-12-31",93993791,93993791,1,"19958427000","4465840000","16266239000","3987180000","3692188000",0,0,12816706000,9885745000,"3979776000","897393000","897393000","9.63","9.44",0.85,"625136000","-136669000","-475964000","-3724000","204213000",71643000,"385.63","415.75","355.5","0.651","0.1036","39.28","13.16","33.39",29.28,"0.1794","2.6775","0.185","0.1183","0.88","5.89","1.12"
"5361","SHW",322,"Materials",8,"SHW_quarterly_financial_data.xls","sherwin-williams","the sherwin-williams company","sherwin-williams co","2016","2016-12-31",93307230,93307230,1,"6752521000","3627298000","4874080000","2829179000","1878441000",0,0,1381902000,1211326000,"2782989000","220778000","220778000","2.39","2.33",0.84,"342038000","-67075000","-71647000","187224000","889793000",33036000,"259.25","277.88","240.63","0.7916","0.1718","20.13","15.07","22.05",25.88,"0.2751","0.6449","0.2782","0.0955","1.8","3.31","1.2821"
"5369","SLB",325,"Energy",3,"SLB_quarterly_financial_data.xls","schlumberger","schlumberger limited","schlumberger ltd","2015","2015-12-31",1256367980,1256367980,1,"6.8005e+10","2.6912e+10","3.21e+10","1.4121e+10","3.5633e+10",2.72e+08,0,2.0174e+10,1.4442e+10,"7.744e+09","-1.016e+09","-1.016e+09","-0.81","-0.81",0.5,"2178000000","-8226000000","5677000000","-379000000","2.793e+09",6.27e+08,"74.5","82.43","66.57","0.0556","0.0317","28.36","2.48","28.11",17.66,"1.2193","0.4053","0.524","0.0584","0.54","1.23","1.9058"
"5374","SLB",325,"Energy",3,"SLB_quarterly_financial_data.xls","schlumberger","schlumberger limited","schlumberger ltd","2017","2017-12-31",1383932776,1383932776,1,"7.1987e+10","1.8497e+10","3.4726e+10","1.5282e+10","3.6842e+10",4.19e+08,0,3.4472e+10,1.4875e+10,"8.179e+09","-2.255e+09","-2.255e+09","-1.62","-1.62",0.5,"2251000000","-2418000000","278000000","109000000","1.799e+09",6.25e+08,"65.3","69.57","61.02","-0.0385","-0.0203","26.62","2.29","163.25",21.66,"None","0.4038","0.5118","None","0.41","1.17","1.2104"
"5376","SLB",325,"Energy",3,"SLB_quarterly_financial_data.xls","schlumberger","schlumberger limited","schlumberger ltd","2013","2013-12-31",1307330369,1307330369,1,"6.71e+10","2.6225e+10","2.7465e+10","1.3525e+10","3.9469e+10",1.66e+08,0,1.9415e+10,1.0393e+10,"1.1906e+10","1.664e+09","1.664e+09","1.27","1.26",0.31,"3850000000","-2874000000","-645000000","323000000","3.472e+09",1.19e+09,"89.91","94.91","84.91","0.1796","0.1048","30.19","3.13","18.69",14.06,"0.2435","0.2633","0.5882","0.1487","0.7","2.03","1.939"
"5377","SLB",325,"Energy",3,"SLB_quarterly_financial_data.xls","schlumberger","schlumberger limited","schlumberger ltd","2012","2012-12-31",1328255773,1328255773,1,"6.1547e+10","2.4156e+10","2.6689e+10","1.2368e+10","3.4751e+10",1.07e+08,0,1.9387e+10,9.509e+09,"1.1175e+10","1.363e+09","1.363e+09","1.03","1.02",0.28,"3176000000","-3136000000","6000000","53000000","1.905e+09",1.533e+09,"71.28","75.7","66.85","0.1637","0.0937","26.16","2.77","17.26",12.82,"0.2675","0.2736","0.5646","0.1303","0.72","1.24","1.9531"
"5380","SLB",325,"Energy",3,"SLB_quarterly_financial_data.xls","schlumberger","schlumberger limited","schlumberger ltd","2014","2014-12-31",1275312404,1275312404,1,"6.6904e+10","2.4694e+10","2.8855e+10","1.4176e+10","3.785e+10",1.99e+08,0,2.0141e+10,1.0565e+10,"1.2641e+10","3.02e+08","3.02e+08","0.24","0.23",0.4,"3913000000","-2627000000","-1223000000","12000000","3.13e+09",1.21e+09,"90.44","102.4","78.47","0.1369","0.0806","29.68","2.87","17.49",15.66,"0.3796","0.2791","0.5657","0.1119","0.72","2.12","1.742"
"5383","SLB",325,"Energy",3,"SLB_quarterly_financial_data.xls","schlumberger","schlumberger limited","schlumberger ltd","2016","2016-12-31",1391475510,1391475510,1,"7.7956e+10","2.3927e+10","3.6427e+10","1.5059e+10","4.1078e+10",4.51e+08,0,3.4845e+10,1.6463e+10,"7.107e+09","-2.04e+08","-2.04e+08","-0.14","-0.14",0.5,"2013000000","-32000000","-2389000000","-512000000","2.929e+09",6.54e+08,"82.24","87","77.48","-0.0418","-0.0218","29.52","2.71","None",19.66,"None","0.4008","0.5269","None","0.36","0.98","1.5889"
"5394","SLG",326,"Financials",4,"SLG_quarterly_financial_data.xls","sl green realty","sl green realty corp","sl green realty corp","2017","2017-12-31",90327098,90327098,1,"13982904000","None","6629761000","None","6225093000",1128050000,221932000,48842000,5797975000,"361342000","31719000","27982000","0.3","0.29",0.77,"131752000","82190000","-327543000","-113601000","127888000",-446539000,"99.58","105.01","94.15","0.0131","0.0067","66.46","1.48","96.68",36.84,"3.4861","0.9658","0.4293","0.0572","0.1","6.4","None"
"5401","SLG",326,"Financials",4,"SLG_quarterly_financial_data.xls","sl green realty","sl green realty corp","sl green realty corp","2012","2012-12-31",91270393,91270393,1,"14387754000","None","7218194000","None","6419802000",749758000,402305000,462754000,6457938000,"350617000","26966000","19956000","0.22","0.22",0.33,"87787000","-341217000","281051000","27621000","189984000",71855000,"75.5","79.63","71.37","0.0263","0.0139","65.93","1.14","48.09",24.69,"0.6261","1.0732","0.4182","0.1114","0.1","0.17","None"
"5402","SLG",326,"Financials",4,"SLG_quarterly_financial_data.xls","sl green realty","sl green realty corp","sl green realty corp","2016","2016-12-31",100579714,100579714,1,"15857787000","None","7330984000","None","7324475000",1202328000,221932000,240169000,6568712000,"374242000","47753000","44016000","0.45","0.44",0.78,"125922000","-282603000","30228000","-126453000","279443000",92645000,"103.56","112.89","94.23","0.0332","0.0145","70.62","1.48","36.34",33.74,"1.259","0.9248","0.4479","0.126","0.11","0.33","None"
"5404","SLG",326,"Financials",4,"SLG_quarterly_financial_data.xls","sl green realty","sl green realty corp","sl green realty corp","2015","2015-12-31",100055035,100055035,1,"19857941000","None","11431902000","None","7287465000",1138574000,258832000,535771000,10458818000,"425390000","105041000","101303000","1.02","0.95",0.72,"203485000","-279485000","87039000","11039000","255399000",120696000,"115.18","121.8","108.56","0.0387","0.0154","70.25","1.65","50.96",30.8,"0.934","1.488","0.3539","0.1619","0.09","0.83","None"
"5405","SLG",326,"Financials",4,"SLG_quarterly_financial_data.xls","sl green realty","sl green realty corp","sl green realty corp","2013","2013-12-31",95047602,95047602,1,"14959001000","None","7627099000","None","6525405000",806497000,221932000,403365000,6967492000,"370196000","40857000","37120000","0.4","0.4",0.5,"75749000","-385970000","307815000","-2406000","206692000",615218000,"92.89","98.15","87.63","0.0166","0.0093","66.32","1.41","100.97",26.18,"1.3673","1.1053","0.4214","0.069","0.1","-5.68","None"
"5411","SLG",326,"Financials",4,"SLG_quarterly_financial_data.xls","sl green realty","sl green realty corp","sl green realty corp","2014","2014-12-31",98625888,98625888,1,"17096587000","None","9096732000","None","6937374000",1062481000,221932000,281061000,8468974000,"361349000","60523000","56785000","0.57","0.57",0.6,"113175000","28428000","-113714000","27889000","281409000",-48140000,"112.16","123.1","101.23","0.0765","0.0312","68.09","1.63","22.12",28.28,"0.4034","1.2611","0.3928","0.331","0.09","1.64","None"
"5415","SNDK",327,"Information Technology",7,"SNDK_quarterly_financial_data.xls","sandisk","sandisk corporation","sandisk corp","2012","2012-12-30",241847337,241847337,1,"10339127000","4606360000","3079527000","1881667000","7263901000",-4301000,0,448654000,789913000,"1541503000","213543000","213543000","0.88","0.88",0,"315626000","-399007000","-28146000","-115015000","995470000",105341000,"42.66","46.84","38.47","0.0585","0.041","30.04","1.43","21.77",0,"0","0.1087","0.7026","0.0826","0.5","0.87","2.448"
"5421","SNDK",327,"Information Technology",7,"SNDK_quarterly_financial_data.xls","sandisk","sandisk corporation","sandisk corp","2013","2013-12-29",225507475,225507475,1,"10488717000","4650718000","3523026000","1230580000","6967872000",-2181000,0,566015000,1985363000,"1727858000","337780000","337780000","1.5","1.44",0.23,"616815000","-1767443000","1236013000","83481000","986246000",42700000,"64.75","70.93","58.58","0.1477","0.1058","30.9","2.21","17.04",0.46,"0.0985","0.2849","0.6643","0.169","0.63","2.55","3.7793"
"5422","SNDK",327,"Information Technology",7,"SNDK_quarterly_financial_data.xls","sandisk","sandisk corporation","sandisk corp","2014","2014-12-28",213013780,213013780,1,"10289957000","4200125000","3636133000","2190883000","6528059000",125765000,0,1373679000,1199696000,"1735254000","201891000","201891000","0.93","0.86",0.3,"487813000","-60486000","-543155000","-121832000","809003000",67145000,"93.45","106.64","80.26","0.1456","0.0952","30.65","2.98","19.43",1.51,"0.2298","0.1838","0.6344","0.152","0.63","1.97","1.9171"
"5427","SPG",329,"Financials",4,"SPG_quarterly_financial_data.xls","simon property group","simon property group inc","simon property group inc","2012","2012-12-31",313672635,313672635,1,"32586606000","None","25693517000","None","5910603000",982486000,44719000,20098000,25515511000,"1344432000","144692000","315383000","1.02","1.02",1.1,"685927000","163358000","-117479000","731806000","1184518000",212756000,"152.95","160.7","145.21","0.2426","0.0138","18.7","8.16","30.77",36.1,"0.8812","4.3498","0.18","0.2933","0.15","1.51","None"
"5428","SPG",329,"Financials",4,"SPG_quarterly_financial_data.xls","simon property group","simon property group inc","simon property group inc","2013","2013-12-31",314259245,314259245,1,"33324574000","None","26501942000","None","5849406000",973226000,44390000,20098000,23588531000,"1416261000","868420000","381555000","1.23","1.23",1.2,"772103000","-550875000","396314000","617542000","1716863000",212632000,"154.75","161.99","147.51","0.2271","0.048","18.47","8.3","38.4",40.75,"1.0996","4.0635","0.1742","0.2546","0.16","1.78","None"
"5430","SPG",329,"Financials",4,"SPG_quarterly_financial_data.xls","simon property group","simon property group inc","simon property group inc","2014","2014-12-31",314389664,314389664,1,"29532330000","None","23580825000","None","5093177000",858328000,44062000,20098000,20852993000,"1139151000","475992000","405048000","1.3","1.3",1.3,"798198000","-305852000","-698062000","-205716000","612282000",329652000,"175.8","188.18","163.41","0.2671","0.0539","16.06","10.97","39.51",45.9,"1.1422","4.13","0.171","0.2885","0.16","1.49","None"
"5439","SPG",329,"Financials",4,"SPG_quarterly_financial_data.xls","simon property group","simon property group inc","simon property group inc","2015","2015-12-31",314814649,314814649,1,"30650673000","None","25434304000","None","4471464000",744905000,43733000,20098000,22502173000,"1380621000","459918000","392296000","1.25","1.25",1.6,"805857000","-190273000","-771311000","-155727000","701134000",248074000,"194.34","208.14","180.55","0.3924","0.07","14.06","13.28","32.88",51.95,"1.0322","5.0821","0.1445","0.3464","0.17","1.77","None"
"5442","SPG",329,"Financials",4,"SPG_quarterly_financial_data.xls","simon property group","simon property group inc","simon property group inc","2017","2017-12-31",320336774,320336774,1,"32257638000","None","27828394000","None","3686168000",743076000,43077000,20098000,24632463000,"1427691000","659820000","571116000","1.85","1.85",1.85,"874335000","-394623000","494192000","973904000","1482309000",224835000,"163.03","172.35","153.71","0.5174","0.0717","11.37","13.91","28.65",65.6,"1.1532","6.7614","0.1129","0.3511","0.18","2.03","None"
"5443","SPG",329,"Financials",4,"SPG_quarterly_financial_data.xls","simon property group","simon property group inc","simon property group inc","2016","2016-12-31",319832215,319832215,1,"31103578000","None","26005904000","None","4310448000",787226000,43405000,20098000,22977104000,"1425966000","455602000","394431000","1.28","1.28",1.65,"839920000","-207253000","-887355000","-254688000","560059000",221268000,"189.7","206.29","173.11","0.4084","0.068","13.34","13","32.37",58.45,"1.1136","5.3848","0.1372","0.3377","0.17","1.93","None"
"5449","SRCL",330,"Industrials",6,"SRCL_quarterly_financial_data.xls","stericycle","stericycle inc","stericycle inc","2017","2017-12-31",85544357,85544357,1,"6988300000","813400000","4079700000","969400000","2896600000",1.2e+07,0,5395500000,2615300000,"887794000","89215000","83331000","0.96","0.97",0,"116557000","-79233000","-49901000","-9982000","42200000",51877000,"67.59","72.69","62.5","0.0083","0.006","33.86","2.06","None",0,"0","0.9029","0.4145","0.0065","0.51","0.76","0.8391"
"5450","SRCL",330,"Industrials",6,"SRCL_quarterly_financial_data.xls","stericycle","stericycle inc","stericycle inc","2016","2016-12-31",85247156,85247156,1,"6980061000","773618000","4163675000","542853000","2805737000",10649000,7000,5452993000,2877315000,"906396000","18744000","12721000","0.15","0.15",0,"129481000","-47109000","-76319000","3898000","44189000",35179000,"75.85","80.09","71.61","0.0632","0.0292","32.91","2.27","27.58",0,"0","1.0255","0.402","0.05","0.5","1.11","1.4251"
"5455","SRCL",330,"Industrials",6,"SRCL_quarterly_financial_data.xls","stericycle","stericycle inc","stericycle inc","2015","2015-12-31",84647029,84647029,1,"7077450000","761828000","4329612000","587349000","2729891000",17947000,8000,5600738000,3052639000,"888304000","78876000","78876000","0.82","0.82",0,"97037000","-1728321000","1657692000","22751000","55634000",42195000,"None","None","None","0.1137","0.0505","32.25","None","None",0,"0","1.1182","0.3857","0.0889","0.56","0.65","1.2971"
"5456","SRCL",330,"Industrials",6,"SRCL_quarterly_financial_data.xls","stericycle","stericycle inc","stericycle inc","2014","2014-12-31",84940511,84940511,1,"4401722000","580216000","2484537000","461531000","1895012000",22173000,0,3328477000,1527246000,"676947000","82526000","82526000","0.96","0.97",0,"103528000","-65650000","-56260000","-19749000","22236000",20234000,"124.79","133.43","116.15","0.1777","0.0761","22.31","5.71","33.55",0,"0","0.8059","0.4305","0.1277","0.6","0.98","1.2572"
"5466","SRCL",330,"Industrials",6,"SRCL_quarterly_financial_data.xls","stericycle","stericycle inc","stericycle inc","2012","2012-12-31",86089532,86089532,1,"3546738000","441286000","1989415000","331060000","1541793000",15530000,0,2732574000,1268303000,"503638000","70069000","70069000","0.83","0.8",0,"110301000","-89912000","-5515000","15119000","31324000",13578000,"92.41","95.76","89.06","0.1885","0.079","17.91","5.37","30.6",0,"0","0.8226","0.4347","0.1401","0.56","1.12","1.3329"
"5467","SRCL",330,"Industrials",6,"SRCL_quarterly_financial_data.xls","stericycle","stericycle inc","stericycle inc","2013","2013-12-31",85158773,85158773,1,"3882797000","535089000","2115259000","411008000","1750461000",17077000,0,2951617000,1280663000,"567899000","78164000","78164000","0.9","0.9",0,"68184000","-48786000","-20973000","-1589000","61991000",18780000,"117.33","120.97","113.69","0.186","0.0837","20.56","5.9","33.91",0,"0","0.7316","0.4508","0.1453","0.58","0.58","1.3019"
"5468","SRE",331,"Utilities",11,"SRE_quarterly_financial_data.xls","sempra energy","sempra energy","sempra energy","2013","2013-12-31",245089822,245089822,1,"3.7244e+10","3.997e+09","2.5414e+10","4.369e+09","1.1008e+10",8.22e+08,2.2e+07,1.45e+09,1.1253e+10,"2705000000","282000000","282000000","1.16","1.12",0.63,"454000000","-788000000","181000000","-157000000","904000000",7.95e+08,"88.78","93","84.55","0.0932","0.027","44.82","1.99","21.87",22.34,"0.6151","1.0243","0.295","0.0948","0.28","-1.39","0.9149"
